customer_id,total_spend,avg_spend,total_bookings,avg_rating,total_cancellation,recency_days,churn,churn_probability
1699,1885,628.3333333,3,3.957142857,0,44,0,0.01
1700,327,327,1,4,0,321,1,1
1701,0,,0,4.9,0,51,0,0.01
1702,233,116.5,2,3.333333333,0,132,1,1
1703,1335,222.5,6,3.416666667,0,11,0,0
1704,0,,0,4.9,0,255,1,1
1705,799,799,1,3.2,0,29,0,0
1706,2200,2200,1,3.1,0,94,1,1
1707,249,249,1,4.3,0,172,1,0.99
1708,647,323.5,2,3.866666667,0,92,1,0.99
1709,1222,305.5,4,3.8,0,15,0,0
1710,1118,559,2,4.3,0,292,1,1
1711,199,199,1,3.7,0,94,1,0.98
1713,1177,294.25,4,3.62,0,8,0,0
1714,4539,1513,3,3.1,0,48,0,0
1715,508,254,2,3.7,0,242,1,1
1716,50,50,1,3,0,133,1,1
1717,2118,1059,2,3.633333333,0,52,0,0
1718,269,269,1,2.9,0,46,0,0
1719,575,143.75,4,3.85,0,94,1,0.99
1720,715,715,1,5,0,357,1,1
1721,1669,834.5,2,3.6,0,10,0,0
1722,0,,0,4,0,232,1,1
1723,119,119,1,4.05,0,37,0,0
1724,1369,684.5,2,3.8,0,125,1,1
1725,5048,1682.666667,3,3.366666667,0,355,1,1
1726,208,104,2,4.066666667,0,150,1,1
1727,50,50,1,2.8,0,182,1,1
1728,1278,639,2,3.366666667,0,150,1,1
1729,1019,509.5,2,3.3,0,136,1,1
1730,169,169,1,4.1,0,98,1,0.99
1731,639,213,3,3.6,0,244,1,1
1732,0,,0,4.35,0,247,1,1
1735,419,419,1,3.35,0,76,0,0
1737,419,419,1,4.6,0,352,1,1
1738,300,300,1,4.3,0,89,0,0.04
1739,1727,575.6666667,3,4.066666667,0,8,0,0
1740,0,,0,3.7,0,255,1,1
1741,210,70,3,3.8,0,233,1,0.98
1743,785,392.5,2,4.05,0,41,0,0
1744,0,,0,3.1,0,72,0,0
1745,799,799,1,4.45,0,293,1,1
1746,388,194,2,3.7,0,32,0,0
1747,799,799,1,2.65,0,99,1,1
1749,1999,1999,1,4.7,0,270,1,1
1750,1028,514,2,4.8,0,9,0,0
1753,899,449.5,2,2.833333333,0,111,1,0.99
1754,129,129,1,4.3,0,83,0,0.01
1755,0,,0,4.3,0,250,1,1
1757,1600,800,2,3.733333333,0,81,0,0
1758,577,192.3333333,3,3.1,0,0,0,0
1759,449,449,1,2.8,0,64,0,0
1760,229,114.5,2,3.25,0,155,1,1
1761,0,,0,4.2,0,108,1,1
1762,9968,3322.666667,3,3.92,0,122,1,0.99
1763,398,199,2,3.65,0,215,1,1
1765,100,100,1,2.9,0,8,0,0
1766,148,148,1,4.2,0,243,1,1
1767,699,699,1,3.5,0,299,1,1
1768,0,,0,3.35,0,232,1,1
1769,10055,2011,5,3.66,0,6,0,0.01
1770,649,324.5,2,3.4,0,43,0,0
1771,299,299,1,3.35,0,11,0,0
1772,369,369,1,4.7,0,15,0,0.02
1773,1528,764,2,4.9,0,37,0,0
1774,159,159,1,3.8,0,177,1,1
1775,649,216.3333333,3,4.275,0,16,0,0.01
1776,799,799,1,4.1,0,47,0,0
1777,2568,642,4,3.975,0,51,0,0
1778,548,274,2,3.125,0,159,1,1
1779,1097,274.25,4,3.72,0,25,0,0.01
1780,1098,549,2,4.233333333,0,102,1,1
1781,189,189,1,4.6,0,21,0,0
1782,900,450,2,3.9,0,87,0,0
1783,260,130,2,3.3,0,166,1,1
1784,578,289,2,3,0,119,1,1
1785,99,99,1,4.7,0,97,1,1
1786,7869,3934.5,2,4.15,0,87,0,0.01
1787,0,,0,3.6,0,320,1,1
1788,6429,3214.5,2,3.1,0,11,0,0
1790,638,319,2,3.35,0,97,1,1
1791,319,319,1,3.633333333,0,54,0,0
1792,369,369,1,4.3,0,208,1,1
1793,349,174.5,2,3.066666667,0,38,0,0.01
1795,5279,1759.666667,3,4.166666667,0,214,1,1
1796,1358,452.6666667,3,3.1,0,83,0,0
1797,1448,724,2,3.933333333,0,11,0,0
1799,4708,1569.333333,3,4.075,0,15,0,0
1801,9915,4957.5,2,3.65,0,83,0,0
1802,0,,0,3.9,0,218,1,1
1803,59,59,1,4.2,0,134,1,0.99
1804,1388,462.6666667,3,3.175,0,78,0,0
1806,199,199,1,4.2,0,52,0,0.01
1807,1149,574.5,2,3.3,0,207,1,1
1808,6600,3300,2,4.25,0,170,1,1
1809,0,,0,2.6,0,45,0,0.01
1810,459,459,1,4.5,0,362,1,1
1813,299,299,1,3.4,0,140,1,1
1814,927,309,3,4.066666667,0,39,0,0
1815,7449,2483,3,3.466666667,0,141,1,1
1816,1357,339.25,4,3.48,0,104,1,1
1817,6559,3279.5,2,2.8,0,172,1,1
1818,1509,1509,1,3.4,0,16,0,0
1819,50,50,1,4.175,0,45,0,0
1820,6699,3349.5,2,3.76,0,0,0,0
1821,408,136,3,4.2,0,83,0,0
1822,139,139,1,3.75,0,155,1,0.99
1823,99,99,1,3.6,0,87,0,0.02
1824,788,394,2,3.666666667,0,23,0,0
1825,798,399,2,3.35,0,235,1,1
1826,2297,765.6666667,3,4.533333333,0,283,1,0.97
1827,169,169,1,4.9,0,96,1,0.98
1828,0,,0,3.4,0,182,1,1
1829,348,174,2,4.15,0,67,0,0.01
1830,1579,789.5,2,3.075,0,155,1,1
1831,1200,1200,1,4.9,0,143,1,1
1832,1247,311.75,4,4.125,0,7,0,0
1833,59,59,1,2.8,0,176,1,1
1834,169,169,1,4.7,0,7,0,0.01
1835,1048,524,2,3.5,0,6,0,0
1836,1500,1500,1,3.55,0,65,0,0
1837,697,232.3333333,3,4,0,137,1,0.99
1839,767,255.6666667,3,3.766666667,0,63,0,0
1840,2047,682.3333333,3,3.666666667,0,179,1,1
1841,76,76,1,5,0,110,1,1
1843,407,203.5,2,3.666666667,0,22,0,0
1844,448,224,2,4.2,0,175,1,1
1845,2398,1199,2,3.65,0,127,1,1
1846,2068,1034,2,4.1,0,100,1,1
1847,715,715,1,4.2,0,104,1,1
1848,869,434.5,2,3.333333333,0,13,0,0
1849,187,93.5,2,4,0,158,1,0.99
1850,1999,999.5,2,3.6,0,94,1,0.98
1851,500,250,2,3.833333333,0,186,1,1
1852,1999,666.3333333,3,3.766666667,0,57,0,0.01
1853,110,110,1,4.3,0,79,0,0.02
1854,129,129,1,4.05,0,86,0,0.01
1855,445,222.5,2,3.866666667,0,0,0,0
1857,99,99,1,4.133333333,0,234,1,1
1858,372,186,2,2.85,0,38,0,0
1859,129,129,1,4.7,0,109,1,1
1860,599,599,1,4.55,0,17,0,0
1861,3257,1085.666667,3,3.866666667,0,104,1,0.99
1862,181,181,1,3.45,0,6,0,0.01
1863,237,118.5,2,3.95,0,34,0,0
1864,119,119,1,4.5,0,63,0,0
1866,505,505,1,4.9,0,336,1,0.99
1867,0,,0,2.8,0,254,1,1
1868,2992,997.3333333,3,3.966666667,0,151,1,0.98
1869,237,118.5,2,3.733333333,0,65,0,0
1870,4658,1164.5,4,4,0,68,0,0
1871,219,109.5,2,4.2,0,200,1,0.99
1872,2948,982.6666667,3,3.866666667,0,24,0,0
1873,9287,4643.5,2,3.9,0,214,1,0.99
1874,1608,804,2,4.1,0,61,0,0.01
1875,7649,3824.5,2,3.633333333,0,10,0,0.01
1876,5299,2649.5,2,3.1,0,53,0,0
1877,0,,0,3.4,0,193,1,1
1878,299,299,1,3.8,0,71,0,0
1880,1131,226.2,5,3.466666667,0,133,1,0.98
1882,4818,1204.5,4,3.433333333,0,115,1,1
1883,169,84.5,2,3.4,0,217,1,1
1884,348,174,2,3.6,0,87,0,0
1885,604,302,2,4.5,0,182,1,0.99
1886,1716,429,4,4.15,0,84,0,0.01
1887,100,100,1,4.6,0,224,1,1
1888,2148,1074,2,4.2,0,64,0,0
1889,219,219,1,2.9,0,266,1,0.99
1890,1700,566.6666667,3,3.775,0,116,1,1
1891,628,209.3333333,3,3.525,0,40,0,0.01
1892,398,199,2,3.75,0,22,0,0.01
1894,1049,524.5,2,3.575,0,17,0,0
1895,0,,0,3.833333333,0,300,1,1
1896,348,174,2,4.633333333,0,100,1,1
1897,119,119,1,4.3,0,145,1,1
1898,0,,0,4.5,0,358,1,1
1899,319,159.5,2,3.2,0,84,0,0
1900,119,119,1,3.05,0,94,1,0.97
1901,368,184,2,4.25,0,183,1,1
1902,705,352.5,2,3.266666667,0,3,0,0
1903,1499,1499,1,3.9,0,195,1,1
1904,587,195.6666667,3,3,0,54,0,0
1905,606,202,3,3.2,0,3,0,0
1906,2087,695.6666667,3,3.866666667,0,102,1,0.99
1907,4000,4000,1,3.4,0,331,1,0.99
1908,449,449,1,3.4,0,106,1,1
1909,1458,486,3,4.1,0,174,1,1
1910,2698,1349,2,4.4,0,39,0,0
1911,369,369,1,2.5,0,323,1,1
1912,799,399.5,2,3.866666667,0,45,0,0
1913,129,129,1,4.7,0,103,1,1
1914,258,129,2,2.65,0,131,1,1
1915,1438,719,2,2.9,0,253,1,1
1916,419,419,1,3.3,0,256,1,1
1917,1146,382,3,4.033333333,0,120,1,1
1918,499,499,1,3.85,0,24,0,0
1919,279,139.5,2,3.466666667,0,171,1,1
1920,6595,1099.166667,6,3.714285714,0,193,1,0.97
1921,108,108,1,4.2,0,164,1,1
1922,376,188,2,3.94,0,53,0,0
1923,0,,0,3.2,0,94,1,1
1924,2027,675.6666667,3,3.7,0,57,0,0.01
1925,0,,0,3.1,0,114,1,0.99
1926,449,449,1,3.1,0,52,0,0
1928,2987,746.75,4,3.25,0,9,0,0.01
1929,2635,658.75,4,4.375,0,9,0,0
1930,0,,0,3.7,0,308,1,1
1931,329,329,1,3.3,0,347,1,1
1933,3447,861.75,4,3.05,0,14,0,0.03
1934,0,,0,3.3,0,10,0,0
1935,8666,1444.333333,6,3.857142857,0,162,1,0.97
1936,599,599,1,3.8,0,36,0,0
1938,748,249.3333333,3,2.8,0,42,0,0
1939,1519,759.5,2,3.666666667,0,216,1,1
1940,0,,0,3,0,175,1,1
1941,1559,519.6666667,3,4.05,0,49,0,0
1942,269,269,1,3.05,0,62,0,0
1943,2591,431.8333333,6,3.7,0,19,0,0
1944,299,299,1,3.75,0,156,1,1
1945,2505,1252.5,2,4.066666667,0,23,0,0.01
1946,7848,2616,3,3.98,0,40,0,0
1947,448,224,2,3.033333333,0,106,1,1
1948,169,169,1,4,0,118,1,1
1949,1048,349.3333333,3,3.533333333,0,233,1,1
1950,0,,0,4.3,0,330,1,1
1951,418,209,2,3.5,0,3,0,0
1952,10700,5350,2,4.75,0,161,1,0.99
1953,3298,1649,2,3.05,0,40,0,0
1954,11617,2323.4,5,3.84,0,0,0,0.02
1955,307,307,1,4,0,81,0,0.01
1956,1038,346,3,4.32,0,2,0,0.01
1957,0,,0,3.55,0,77,0,0
1958,239,239,1,3.5,0,124,1,1
1959,160,80,2,3.8,0,76,0,0
1960,649,649,1,3,0,288,1,0.99
1961,119,119,1,3.833333333,0,21,0,0
1962,0,,0,4.5,0,88,0,0
1963,229,76.33333333,3,3.55,0,95,1,0.9
1964,79,79,1,3.7,0,218,1,1
1965,50,50,1,4.2,0,279,1,1
1966,200,200,1,3.2,0,220,1,0.99
1967,617,205.6666667,3,3.3,0,36,0,0
1968,2681,1340.5,2,4.4,0,175,1,1
1969,0,,0,3.8,0,281,1,1
1970,50,50,1,3.7,0,243,1,1
1971,439,219.5,2,3.3,0,73,0,0
1972,4153,1038.25,4,3.62,0,169,1,1
1973,2699,1349.5,2,3.6,0,165,1,1
1974,2299,1149.5,2,3.666666667,0,35,0,0
1975,898,449,2,3.95,0,86,0,0
1976,100,100,1,3.65,0,51,0,0
1977,269,269,1,3.65,0,149,1,1
1978,119,119,1,3.6,0,59,0,0
1979,2318,772.6666667,3,2.933333333,0,0,0,0.01
1980,0,,0,3.95,0,190,1,1
1981,1699,1699,1,3.45,0,156,1,1
1982,0,,0,4.9,0,75,0,0.01
1983,948,474,2,3.4,0,27,0,0
1984,10717,2679.25,4,3.975,0,88,0,0
1985,2799,1399.5,2,4.45,0,68,0,0
1986,0,,0,4.2,0,230,1,1
1987,2062,515.5,4,3.84,0,12,0,0
1988,368,184,2,3.95,0,149,1,1
1989,2750,1375,2,3.625,0,118,1,1
1990,798,399,2,3.7,0,45,0,0
1991,2367,789,3,4.033333333,0,183,1,0.98
1992,69,69,1,3.266666667,0,113,1,1
1993,661,220.3333333,3,3.733333333,0,112,1,0.99
1995,109,109,1,3.45,0,130,1,1
1996,100,100,1,2.5,0,38,0,0.03
1997,805,402.5,2,4.55,0,221,1,1
1998,137,137,1,3.65,0,136,1,0.98
1999,69,69,1,2.8,0,157,1,1
2000,499,499,1,4,0,246,1,0.99
2001,0,,0,3.8,0,152,1,1
2002,799,799,1,3.6,0,299,1,1
2003,799,799,1,3.7,0,47,0,0
2004,0,,0,4.1,0,155,1,1
2005,269,269,1,4.9,0,171,1,0.99
2006,1750,875,2,4.45,0,44,0,0
2007,0,,0,3.35,0,99,1,1
2008,150,75,2,3.275,0,136,1,0.99
2009,207,103.5,2,3.7,0,132,1,1
2011,727,242.3333333,3,3.9,0,269,1,1
2012,3900,1950,2,4.525,0,2,0,0
2013,2106,1053,2,3.733333333,0,93,1,0.99
2014,1406,468.6666667,3,3.22,0,19,0,0
2015,1699,1699,1,2.925,0,71,0,0.01
2016,2877,575.4,5,3.328571429,0,21,0,0
2017,329,329,1,2.8,0,327,1,1
2019,119,119,1,3.6,0,198,1,1
2020,0,,0,4.5,0,124,1,1
2021,0,,0,3.1,0,330,1,1
2023,1379,689.5,2,3.9,0,166,1,1
2026,1699,1699,1,4.4,0,220,1,1
2028,3137,1045.666667,3,3.8,0,23,0,0
2029,808,269.3333333,3,4.333333333,0,227,1,0.99
2030,2301,767,3,3.85,0,13,0,0
2031,469,234.5,2,3.966666667,0,67,0,0
2032,499,499,1,4.1,0,265,1,0.99
2035,647,215.6666667,3,3.3,0,131,1,1
2036,1745,436.25,4,3.74,0,96,1,0.99
2037,96,96,1,3.35,0,101,1,0.99
2038,449,449,1,3.8,0,327,1,1
2039,269,269,1,4.5,0,122,1,1
2040,1139,379.6666667,3,3.533333333,0,266,1,1
2043,4199,1399.666667,3,3.8,0,42,0,0
2045,1658,552.6666667,3,3.9,0,24,0,0
2046,599,599,1,2.6,0,236,1,1
2048,508,254,2,3.2,0,41,0,0
2049,0,,0,3.45,0,131,1,1
2050,50,50,1,3.6,0,160,1,1
2051,119,119,1,4.533333333,0,184,1,1
2052,0,,0,3.9,0,249,1,1
2053,258,129,2,3.833333333,0,171,1,0.99
2054,139,139,1,3.35,0,192,1,1
2058,350,350,1,4.566666667,0,87,0,0.02
2059,500,500,1,4.5,0,154,1,1
2060,0,,0,4.7,0,25,0,0
2062,1384,461.3333333,3,3.44,0,1,0,0
2063,129,129,1,4.6,0,248,1,1
2064,635,317.5,2,3.5,0,43,0,0
2065,7088,2362.666667,3,3.733333333,0,1,0,0
2066,279,279,1,4.766666667,0,45,0,0.01
2067,1678,559.3333333,3,3.85,0,15,0,0
2068,119,119,1,4.3,0,213,1,1
2069,0,,0,4.9,0,156,1,1
2070,279,279,1,2.966666667,0,205,1,1
2071,169,169,1,3.4,0,37,0,0
2072,0,,0,3.45,0,128,1,1
2073,50,50,1,3.7,0,21,0,0
2076,467,155.6666667,3,3.5,0,32,0,0.01
2077,3498,1749,2,3.533333333,0,16,0,0
2078,9200,9200,1,3,0,11,0,0.01
2079,139,139,1,3.35,0,41,0,0.01
2080,0,,0,4.3,0,74,0,0
2081,4500,4500,1,4.033333333,0,92,1,0.98
2082,6007,1501.75,4,3.8,0,59,0,0
2083,5027,1256.75,4,3.85,0,60,0,0.01
2085,298,99.33333333,3,3.066666667,0,132,1,0.92
2086,1589,794.5,2,3.633333333,0,25,0,0
2087,0,,0,4.3,0,187,1,1
2088,209,104.5,2,4.2,0,29,0,0.01
2089,750,750,1,4.633333333,0,98,1,0.99
2091,9275,4637.5,2,3.666666667,0,111,1,0.99
2092,888,296,3,4.133333333,0,240,1,1
2093,1514,757,2,3.866666667,0,212,1,1
2094,79,79,1,4.1,0,182,1,1
2095,129,129,1,3.2,0,88,0,0.02
2096,2047,1023.5,2,3.866666667,0,113,1,1
2098,8085,2021.25,4,3.516666667,0,47,0,0
2099,200,200,1,3.85,0,84,0,0
2100,349,349,1,3.3,0,6,0,0
2101,448,224,2,4.1,0,266,1,1
2102,307,307,1,3.7,0,46,0,0
2104,4550,2275,2,3.45,0,17,0,0
2105,1299,649.5,2,3.033333333,0,109,1,1
2106,1877,938.5,2,3.2,0,7,0,0
2107,9469,2367.25,4,3.685714286,0,25,0,0
2109,459,459,1,4,0,109,1,1
2110,449,449,1,4.6,0,19,0,0
2111,720,360,2,4.35,0,28,0,0
2112,2378,792.6666667,3,3.166666667,0,191,1,1
2113,110,110,1,2.8,0,89,0,0.03
2114,150,150,1,4.9,0,113,1,1
2115,109,109,1,3.9,0,194,1,1
2116,499,499,1,3.95,0,240,1,0.99
2117,1500,1500,1,4.05,0,93,1,1
2118,59,59,1,4.7,0,181,1,0.98
2119,7849,2616.333333,3,3.733333333,0,260,1,0.98
2120,329,329,1,3.25,0,22,0,0
2121,6919,2306.333333,3,2.866666667,0,189,1,1
2122,369,369,1,3.6,0,236,1,1
2123,799,799,1,2.5,0,207,1,1
2124,6495,1623.75,4,4.175,0,17,0,0
2125,78,78,1,4.3,0,39,0,0
2126,1108,554,2,4.55,0,237,1,1
2127,868,434,2,4.4,0,99,1,1
2129,59,59,1,4.15,0,127,1,0.99
2130,0,,0,3.15,0,216,1,1
2131,5199,2599.5,2,3.9,0,3,0,0.02
2132,219,109.5,2,4.033333333,0,73,0,0
2133,267,133.5,2,3.5,0,67,0,0
2134,5664,1132.8,5,3.42,0,41,0,0
2135,2006,668.6666667,3,3.8,0,89,0,0.01
2136,9200,9200,1,3.728571429,0,106,1,0.99
2137,5215,2607.5,2,3.65,0,44,0,0
2138,509,509,1,2.9,0,151,1,0.98
2139,0,,0,3.4,0,92,1,1
2140,878,439,2,3.833333333,0,55,0,0
2141,1887,377.4,5,4.116666667,0,27,0,0.01
2142,0,,0,4.8,0,247,1,1
2143,749,749,1,3.9,0,307,1,1
2144,99,99,1,4.9,0,287,1,1
2145,469,234.5,2,4.35,0,147,1,1
2146,699,699,1,4.3,0,15,0,0
2147,1738,579.3333333,3,3.566666667,0,50,0,0
2148,449,449,1,3.75,0,294,1,1
2150,2619,1309.5,2,3,0,29,0,0
2151,110,110,1,2.8,0,7,0,0
2152,917,305.6666667,3,4,0,96,1,0.99
2153,110,110,1,3.9,0,208,1,1
2154,1799,1799,1,2.9,0,50,0,0
2155,449,449,1,3.65,0,27,0,0
2156,219,109.5,2,3.3,0,165,1,1
2157,0,,0,4.1,0,339,1,1
2158,329,164.5,2,3.8,0,95,1,1
2159,468,234,2,3.9,0,7,0,0
2160,119,119,1,4.35,0,323,1,0.99
2161,169,169,1,4.5,0,262,1,1
2162,1128,376,3,4.033333333,0,2,0,0
2164,1199,1199,1,3.15,0,22,0,0
2165,0,,0,4.4,0,235,1,1
2166,608,304,2,3.2,0,136,1,1
2167,4800,2400,2,4.566666667,0,92,1,0.98
2168,300,300,1,4.3,0,131,1,1
2169,50,50,1,3.45,0,94,1,0.99
2170,100,100,1,3.6,0,294,1,1
2171,96,96,1,4.9,0,134,1,1
2172,910,910,1,3.6,0,281,1,1
2173,910,910,1,4.5,0,35,0,0.01
2177,1699,1699,1,3.5,0,11,0,0
2178,119,119,1,2.7,0,32,0,0
2179,3488,872,4,3.575,0,121,1,1
2180,308,154,2,3,0,37,0,0.01
2182,865,432.5,2,2.7,0,64,0,0.02
2183,5999,2999.5,2,3.45,0,287,1,1
2184,1130,282.5,4,3.828571429,0,35,0,0
2185,0,,0,2.8,0,298,1,1
2186,599,599,1,3.1,0,184,1,1
2187,633,316.5,2,3.6,0,218,1,1
2189,76,76,1,3.5,0,168,1,1
2190,75,75,1,4.7,0,2,0,0.01
2191,1137,284.25,4,3.7,0,17,0,0
2192,4500,4500,1,4.4,0,158,1,1
2193,0,,0,3.3,0,336,1,1
2194,15500,5166.666667,3,4,0,93,1,0.99
2195,0,,0,3.8,0,39,0,0
2196,1500,1500,1,4.55,0,53,0,0
2197,200,200,1,2.8,0,165,1,1
2198,0,,0,4.2,0,159,1,1
2199,0,,0,4.2,0,215,1,1
2200,398,199,2,3.75,0,8,0,0.01
2201,658,329,2,3.75,0,141,1,1
2202,1200,1200,1,4.15,0,50,0,0
2203,0,,0,3.6,0,112,1,1
2204,1768,884,2,3.366666667,0,0,0,0
2205,937,234.25,4,3.6,0,2,0,0
2206,800,800,1,3.65,0,21,0,0
2207,0,,0,3.5,0,108,1,1
2208,699,699,1,3.4,0,57,0,0
2209,7828,2609.333333,3,4.666666667,0,2,0,0.01
2211,50,50,1,3.45,0,58,0,0
2212,119,119,1,3.35,0,178,1,1
2213,1099,549.5,2,4.3,0,58,0,0
2214,1389,694.5,2,4.5,0,127,1,1
2215,200,200,1,3.066666667,0,11,0,0
2216,1999,999.5,2,3.05,0,72,0,0
2217,0,,0,3.7,0,31,0,0
2218,538,179.3333333,3,3.333333333,0,62,0,0
2219,1147,573.5,2,3.2,0,63,0,0
2220,0,,0,4.8,0,189,1,1
2222,0,,0,3,0,210,1,1
2223,269,269,1,3.6,0,344,1,1
2224,649,324.5,2,3.45,0,62,0,0
2225,119,119,1,4.4,0,257,1,0.98
2226,0,,0,4.1,0,195,1,1
2227,169,169,1,3.95,0,167,1,1
2228,276,138,2,3.85,0,203,1,0.99
2229,129,129,1,3.75,0,40,0,0.01
2230,768,384,2,3.9,0,69,0,0
2231,738,369,2,3.2,0,79,0,0.01
2232,249,249,1,3.75,0,69,0,0
2233,338,169,2,3.2,0,6,0,0
2234,2398,1199,2,3.566666667,0,75,0,0
2235,199,199,1,4.3,0,82,0,0.01
2236,149,149,1,4.75,0,274,1,1
2237,800,800,1,2.9,0,204,1,1
2238,2500,2500,1,4.033333333,0,9,0,0
2239,568,284,2,3.2,0,331,1,1
2240,4739,2369.5,2,3.5,0,8,0,0
2241,1125,375,3,3,0,179,1,0.97
2243,917,305.6666667,3,3.85,0,37,0,0.01
2245,99,99,1,3.2,0,197,1,1
2246,488,162.6666667,3,4.733333333,0,40,0,0
2247,650,325,2,4.2,0,9,0,0
2248,50,50,1,2.6,0,177,1,1
2249,2155,718.3333333,3,3.2,0,83,0,0.03
2250,458,229,2,3.966666667,0,149,1,1
2251,1636,545.3333333,3,4.166666667,0,39,0,0
2252,6518,1629.5,4,3.766666667,0,32,0,0
2254,0,,0,3.6,0,18,0,0
2255,910,910,1,3.05,0,149,1,1
2256,258,129,2,3.92,0,72,0,0
2257,2187,546.75,4,3.325,0,219,1,0.97
2258,119,119,1,3.1,0,150,1,0.99
2259,1248,624,2,3.65,0,21,0,0
2260,969,484.5,2,3.933333333,0,8,0,0
2262,1969,656.3333333,3,4.375,0,76,0,0
2264,359,359,1,4.8,0,6,0,0.01
2265,169,169,1,4.3,0,296,1,1
2266,799,799,1,4.1,0,122,1,1
2267,0,,0,4.4,0,81,0,0.01
2268,668,334,2,3.25,0,98,1,1
2269,349,174.5,2,2.725,0,61,0,0
2270,4479,1119.75,4,3.775,0,76,0,0
2271,419,419,1,3.366666667,0,144,1,1
2272,148,148,1,3.2,0,325,1,1
2273,119,119,1,4.3,0,128,1,1
2274,649,649,1,3.2,0,13,0,0.01
2275,294,147,2,4.45,0,239,1,1
2276,3000,1500,2,3.35,0,199,1,1
2277,110,110,1,4.15,0,145,1,1
2278,7619,3809.5,2,3.75,0,162,1,0.98
2279,1897,632.3333333,3,4.3,0,84,0,0
2280,599,599,1,4.6,0,58,0,0
2282,0,,0,3.7,0,156,1,1
2283,614,307,2,3.6,0,16,0,0
2284,1898,949,2,3.25,0,61,0,0
2285,649,649,1,4.9,0,39,0,0
2286,0,,0,4.1,0,153,1,1
2287,767,383.5,2,4.55,0,229,1,1
2288,1648,824,2,3.85,0,265,1,0.99
2289,1999,666.3333333,3,3.033333333,0,211,1,1
2290,1199,1199,1,3.9,0,258,1,1
2291,716,179,4,3.34,0,248,1,0.95
2292,877,292.3333333,3,2.866666667,0,70,0,0
2293,0,,0,3.4,0,328,1,1
2294,2500,2500,1,3.966666667,0,298,1,1
2296,2207,735.6666667,3,3.575,0,28,0,0
2297,50,50,1,4.6,0,228,1,0.99
2298,119,119,1,3.4,0,248,1,1
2299,1168,584,2,3.75,0,139,1,1
2300,350,350,1,4.15,0,317,1,1
2301,4000,4000,1,3.866666667,0,25,0,0
2303,299,149.5,2,4,0,7,0,0
2304,2799,1399.5,2,4.1,0,18,0,0
2305,599,599,1,4.1,0,61,0,0
2306,599,299.5,2,3.45,0,18,0,0
2307,119,119,1,3.466666667,0,12,0,0
2308,638,319,2,3.65,0,39,0,0
2309,369,369,1,3.9,0,325,1,1
2310,89,89,1,4.35,0,264,1,1
2311,1846,615.3333333,3,3.566666667,0,27,0,0
2312,817,272.3333333,3,4.1,0,158,1,0.97
2313,1499,1499,1,3.4,0,159,1,1
2314,9439,4719.5,2,3.6,0,121,1,0.99
2316,4610,1536.666667,3,3.966666667,0,54,0,0
2317,0,,0,3.65,0,77,0,0
2318,550,550,1,4.7,0,155,1,1
2319,648,324,2,3.45,0,36,0,0
2320,119,119,1,4.3,0,125,1,1
2324,6699,3349.5,2,3.925,0,12,0,0.01
2325,890,296.6666667,3,4.333333333,0,32,0,0.02
2326,300,300,1,3.85,0,36,0,0
2327,8413,1402.166667,6,3.816666667,0,3,0,0.02
2328,1299,1299,1,2.9,0,251,1,1
2329,449,449,1,3.2,0,56,0,0
2331,129,129,1,4.35,0,106,1,0.98
2332,319,159.5,2,3.6,0,19,0,0
2333,567,189,3,3.85,0,64,0,0.01
2334,449,449,1,4.9,0,291,1,0.99
2335,4500,4500,1,3.4,0,56,0,0
2336,169,169,1,4.75,0,29,0,0.02
2337,2646,661.5,4,3.38,0,27,0,0
2338,219,219,1,3.3,0,346,1,1
2339,110,110,1,4.8,0,326,1,1
2340,350,350,1,4,0,313,1,1
2341,884,442,2,3.85,0,163,1,1
2342,1699,1699,1,4.7,0,88,0,0.02
2343,555,277.5,2,4.066666667,0,169,1,0.99
2344,50,50,1,4.5,0,36,0,0
2346,418,139.3333333,3,3.533333333,0,96,1,1
2347,1948,649.3333333,3,3.925,0,139,1,1
2348,1499,749.5,2,3.825,0,8,0,0
2349,754,251.3333333,3,3.966666667,0,116,1,1
2350,0,,0,3.4,0,354,1,1
2351,169,169,1,2.7,0,206,1,0.99
2352,1500,1500,1,3.9,0,25,0,0
2353,677,225.6666667,3,3.633333333,0,32,0,0
2354,3078,1026,3,4.433333333,0,4,0,0.01
2355,889,444.5,2,4.166666667,0,326,1,1
2356,608,608,1,3.7,0,225,1,1
2357,1319,659.5,2,3.85,0,129,1,1
2358,1166,291.5,4,3.8,0,33,0,0
2359,50,50,1,4.1,0,89,0,0.01
2360,419,419,1,3,0,336,1,1
2361,774,387,2,3.15,0,37,0,0.01
2362,1499,1499,1,4.9,0,235,1,0.99
2363,0,,0,4.05,0,4,0,0
2364,257,257,1,4.3,0,216,1,0.99
2365,1598,799,2,3.833333333,0,153,1,1
2366,2700,1350,2,3.9,0,36,0,0
2367,568,113.6,5,3.84,0,55,0,0.01
2368,0,,0,4.7,0,179,1,1
2369,599,599,1,4.55,0,7,0,0
2371,269,269,1,3,0,40,0,0
2372,4223,1407.666667,3,3.533333333,0,59,0,0
2373,0,,0,3.5,0,232,1,1
2376,1818,909,2,3.5,0,190,1,1
2377,2729,909.6666667,3,4.366666667,0,12,0,0
2378,1298,432.6666667,3,3.966666667,0,56,0,0
2379,1928,964,2,3.65,0,140,1,1
2380,2265,755,3,3.95,0,71,0,0.01
